Zeit von [CET/CEST],Zeit bis [CET/CEST],Wind [MW],Solar [MW],Biomasse [MW],Gas [MW],Kohle [MW],Öl [MW],Geothermie [MW],Pumpspeicher [MW],Lauf- und Schwellwasser [MW],Speicher [MW],Sonstige Erneuerbare [MW],Müll [MW],Andere [MW],date
22.01.2021 00:00:00,22.01.2021 00:15:00,201240,4768,17620,174469.6,0,0,6.912000000000004,2029.1999999999925,161937.2,28357.600000000002,0,9600,2112,22.01.2021
23.01.2021 00:00:00,23.01.2021 00:15:00,135964,1688,17532,158324.8,0,0,6.912000000000004,-37440.79999999999,193579.99999999994,19302.4,0,9600,2112,23.01.2021
24.01.2021 00:00:00,24.01.2021 00:15:00,69768,3708,17664,164283.19999999998,0,0,6.912000000000004,-42387.2,204090.0000000001,19815.60000000001,0,9600,2112,24.01.2021
25.01.2021 00:00:00,25.01.2021 00:15:00,88516,3936,17280,174190.8,0,0,6.912000000000004,81550.4,200977.19999999998,49187.19999999999,0,9600,2112,25.01.2021
26.01.2021 00:00:00,26.01.2021 00:15:00,137456,3252,16960,180530.40000000002,0,0,6.912000000000004,111841.20000000003,199029.99999999997,51481.20000000001,0,9600,2112,26.01.2021
27.01.2021 00:00:00,27.01.2021 00:15:00,83948,3660,17648,220162.0000000001,0,0,6.912000000000004,89951.2,190454.0000000001,39486.799999999996,0,9600,2112,27.01.2021
28.01.2021 00:00:00,28.01.2021 00:15:00,36784,2776,17496,212063.19999999998,0,0,6.912000000000004,33253.60000000001,193799.6000000001,27245.199999999997,0,9600,2112,28.01.2021
29.01.2021 00:00:00,29.01.2021 00:15:00,91800,1808,17664,206111.60000000006,0,0,6.912000000000004,-50369.600000000006,317232.80000000016,26499.999999999993,0,9600,2112,29.01.2021
30.01.2021 00:00:00,30.01.2021 00:15:00,167572,4300,17660,144254,0,0,6.912000000000004,-19956.4,332471.5999999999,35026.4,0,9600,2112,30.01.2021
31.01.2021 00:00:00,31.01.2021 00:15:00,11756,1628,17532,161169.9999999999,0,0,6.912000000000004,-36873.200000000004,329516.80000000005,18401.199999999993,0,9600,2112,31.01.2021
01.02.2021 00:00:00,01.02.2021 00:15:00,53552,5832,17584,175052.8,0,0,6.912000000000004,75641.19999999998,319194.4000000001,39538.00000000003,0,9600,2112,01.02.2021
02.02.2021 00:00:00,02.02.2021 00:15:00,55128,4732,17256,187245.19999999998,0,0,6.912000000000004,82152.80000000002,319911.5999999999,30811.199999999993,0,9600,2112,02.02.2021
03.02.2021 00:00:00,03.02.2021 00:15:00,58968,3700,17628,158916.39999999997,0,0,6.912000000000004,-8199.999999999989,327492.0000000001,31077.6,0,9600,2112,03.02.2021
04.02.2021 00:00:00,04.02.2021 00:15:00,153584,7932,17280,158455.20000000004,0,0,6.912000000000004,57775.200000000004,329014.8,34888.80000000001,0,9600,2112,04.02.2021
05.02.2021 00:00:00,05.02.2021 00:15:00,11384,6708,17636,173145.19999999998,0,0,6.912000000000004,72342.39999999998,337009.2,35320.4,0,9600,2112,05.02.2021
06.02.2021 00:00:00,06.02.2021 00:15:00,26636,4576,17280,125808.39999999998,0,0,6.912000000000004,-23094.80000000001,337067.99999999994,24251.2,0,9600,2112,06.02.2021
07.02.2021 00:00:00,07.02.2021 00:15:00,65368,2340,17284,71238.00000000001,0,0,6.912000000000004,-37379.599999999984,346489.5999999998,16788,0,9600,2112,07.02.2021
08.02.2021 00:00:00,08.02.2021 00:15:00,33648,2772,17288,173339.59999999998,0,0,6.912000000000004,129564.39999999997,348610.7999999998,70359.59999999998,0,9600,2112,08.02.2021
09.02.2021 00:00:00,09.02.2021 00:15:00,11100,2724,17600,196703.99999999997,0,0,6.912000000000004,145146.40000000002,340662.79999999993,63941.59999999999,0,9600,2112,09.02.2021
10.02.2021 00:00:00,10.02.2021 00:15:00,61644,1424,17516,195343.20000000013,0,0,6.912000000000004,129796.39999999994,327642.80000000005,70483.59999999998,0,9600,2112,10.02.2021
11.02.2021 00:00:00,11.02.2021 00:15:00,222160,3868,17564,195794.80000000002,0,0,6.912000000000004,77684.8,308154.79999999976,54055.200000000004,0,9600,2112,11.02.2021
12.02.2021 00:00:00,12.02.2021 00:15:00,90412,5500,17280,248681.60000000012,0,0,6.912000000000004,68864.00000000001,285382.7999999999,33907.6,0,9600,2112,12.02.2021
13.02.2021 00:00:00,13.02.2021 00:15:00,101656,5836,17356,196635.6000000001,0,0,6.912000000000004,2954.40000000001,255880.0000000001,23201.2,0,9600,2112,13.02.2021
14.02.2021 00:00:00,14.02.2021 00:15:00,145300,6592,17516,186152.40000000002,0,0,6.912000000000004,-67451.59999999998,232075.2,10629.2,0,9600,2112,14.02.2021
15.02.2021 00:00:00,15.02.2021 00:15:00,27024,6636,17360,209747.99999999997,0,0,6.912000000000004,33011.20000000001,222422.79999999993,30970.399999999994,0,9600,2112,15.02.2021
16.02.2021 00:00:00,16.02.2021 00:15:00,37448,2036,17516,203357.20000000004,0,0,6.912000000000004,71326,231921.59999999995,26685.60000000001,0,9600,2112,16.02.2021
17.02.2021 00:00:00,17.02.2021 00:15:00,94880,5564,17356,199587.5999999999,0,0,6.912000000000004,33366.80000000001,241403.20000000004,31562.79999999999,0,9600,2112,17.02.2021
18.02.2021 00:00:00,18.02.2021 00:15:00,48720,8188,17280,177266.39999999997,0,0,6.912000000000004,32272.4,256072.40000000002,32654.400000000005,0,9600,2112,18.02.2021
19.02.2021 00:00:00,19.02.2021 00:15:00,41428,6576,17280,142315.60000000003,0,0,6.912000000000004,52053.59999999999,258155.99999999988,27119.6,0,9600,2112,19.02.2021
20.02.2021 00:00:00,20.02.2021 00:15:00,35172,7944,17336,129330.80000000002,0,0,6.912000000000004,5398.400000000002,245084.40000000002,19808.799999999992,0,9600,2112,20.02.2021
21.02.2021 00:00:00,21.02.2021 00:15:00,148068,7048,17280,116821.60000000005,0,0,6.912000000000004,-53186.00000000002,228617.2,20313.599999999995,0,9600,2112,21.02.2021
22.02.2021 00:00:00,22.02.2021 00:15:00,67048,8860,17396,178059.19999999995,0,0,6.912000000000004,59897.200000000004,243175.99999999994,30362.000000000004,0,9600,2112,22.02.2021
23.02.2021 00:00:00,23.02.2021 00:15:00,33848,10600,17436,141498.80000000002,0,0,6.912000000000004,50431.20000000001,246249.99999999997,19719.599999999995,0,9600,2112,23.02.2021
24.02.2021 00:00:00,24.02.2021 00:15:00,11916,11232,17368,143984.7999999999,0,0,6.912000000000004,63811.199999999975,245050.40000000002,28079.200000000004,0,9600,2112,24.02.2021
25.02.2021 00:00:00,25.02.2021 00:15:00,31516,10704,17280,128338.39999999998,0,0,6.912000000000004,49057.19999999999,252824.80000000008,35563.600000000006,0,9600,2112,25.02.2021
26.02.2021 00:00:00,26.02.2021 00:15:00,44048,11504,17340,153502.80000000005,0,0,6.912000000000004,41933.59999999999,256606.39999999994,31341.20000000001,0,9600,2112,26.02.2021
27.02.2021 00:00:00,27.02.2021 00:15:00,190276,8612,17280,103827.6,0,0,6.912000000000004,71415.20000000003,254308,32201.59999999999,0,9600,2112,27.02.2021
28.02.2021 00:00:00,28.02.2021 00:15:00,50112,9864,17348,124706.40000000001,0,0,6.912000000000004,-3074.8000000000006,258456,23864.399999999998,0,9600,2112,28.02.2021
01.03.2021 00:00:00,01.03.2021 00:15:00,49064,9716,17664,175054,0,0,6.912000000000004,27392.399999999994,240844.80000000002,40259.999999999985,0,9600,2112,01.03.2021
02.03.2021 00:00:00,02.03.2021 00:15:00,3684,9604,17624,148492.8,0,0,6.912000000000004,66950,232284.40000000002,41773.60000000001,0,9600,2112,02.03.2021
03.03.2021 00:00:00,03.03.2021 00:15:00,5476,10824,17656,163930.40000000005,0,0,6.912000000000004,69492.4,235049.2000000001,36578.79999999998,0,9600,2112,03.03.2021
04.03.2021 00:00:00,04.03.2021 00:15:00,37516,8872,17652,156701.6,0,0,6.912000000000004,60271.60000000001,228821.19999999992,44032.799999999996,0,9600,2112,04.03.2021
05.03.2021 00:00:00,05.03.2021 00:15:00,134332,4196,17636,143953.20000000007,0,0,6.912000000000004,72396.8,227883.99999999994,32496.799999999992,0,9600,2112,05.03.2021
06.03.2021 00:00:00,06.03.2021 00:15:00,30360,11212,17612,154005.6,0,0,6.912000000000004,4849.199999999999,230032.00000000006,20013.199999999997,0,9600,2112,06.03.2021
07.03.2021 00:00:00,07.03.2021 00:15:00,16132,11240,17644,155064.8,0,0,6.912000000000004,5866.800000000002,216063.60000000003,19889.199999999997,0,9600,2112,07.03.2021
08.03.2021 00:00:00,08.03.2021 00:15:00,63468,9304,17632,173515.19999999995,0,0,6.912000000000004,69392.00000000001,214127.6,41263.59999999999,0,9600,2112,08.03.2021
