Zeit von [CET/CEST],Zeit bis [CET/CEST],Wind [MW],Solar [MW],Biomasse [MW],Gas [MW],Kohle [MW],Öl [MW],Geothermie [MW],Pumpspeicher [MW],Lauf- und Schwellwasser [MW],Speicher [MW],Sonstige Erneuerbare [MW],Müll [MW],Andere [MW],date
20.01.2022,20.01.2022,196376,2992,12672,250695.99999999997,0,0,6.912000000000004,-48222.40000000002,190769.20000000004,27473.200000000008,0,9600,2112,20.01.2022
21.01.2022,21.01.2022,244064,4404,11904,255481.99999999994,0,0,6.912000000000004,-5518.800000000004,185817.60000000003,28334.000000000004,0,9600,2112,21.01.2022
22.01.2022,22.01.2022,178792,3276,12132,245573.60000000003,0,0,6.912000000000004,42140.80000000001,181993.6,48698.39999999998,0,9600,2112,22.01.2022
23.01.2022,23.01.2022,77260,3696,12264,251129.6,0,0,6.912000000000004,17601.199999999997,179046.00000000006,32953.2,0,9600,2112,23.01.2022
24.01.2022,24.01.2022,4712,3964,11904,260809.60000000003,0,0,6.912000000000004,151913.6,187346.80000000002,69791.59999999999,0,9600,2112,24.01.2022
25.01.2022,25.01.2022,48532,4388,11904,263669.9999999999,0,0,6.912000000000004,158504.39999999997,207727.19999999998,73006.80000000002,0,9600,2112,25.01.2022
26.01.2022,26.01.2022,96372,4968,11920,285769.19999999995,0,0,6.912000000000004,130126.80000000003,211082.3999999999,57575.199999999975,0,9600,2112,26.01.2022
27.01.2022,27.01.2022,115964,5052,11892,270842.8,0,0,6.912000000000004,12513.999999999996,199000.40000000005,26896.800000000007,0,9600,2112,27.01.2022
28.01.2022,28.01.2022,256996,3968,11904,273588.4,0,0,6.912000000000004,42710.39999999999,189864.4,33863.20000000002,0,9600,2112,28.01.2022
29.01.2022,29.01.2022,128504,3760,12008,209898.00000000006,0,0,6.912000000000004,-41874.399999999994,187292.40000000002,22692.799999999992,0,9600,2112,29.01.2022
30.01.2022,30.01.2022,267260,4932,12288,118939.19999999998,0,0,6.912000000000004,-81922.80000000002,195134.00000000006,17511.999999999996,0,9600,2112,30.01.2022
31.01.2022,31.01.2022,106484,2816,11856,291221.6,0,0,6.912000000000004,81699.59999999999,196330.4,47289.59999999999,0,9600,2112,31.01.2022
01.02.2022,01.02.2022,167540,3988,11740,328686.79999999993,0,0,6.912000000000004,71992.40000000001,201848.8,28735.2,0,9600,2112,01.02.2022
02.02.2022,02.02.2022,256200,4068,11732,302212.4000000002,0,0,6.912000000000004,-1489.2000000000114,211943.99999999994,21036.79999999998,0,9600,2112,02.02.2022
03.02.2022,03.02.2022,136856,5188,11860,302128.80000000005,0,0,6.912000000000004,-5298.80000000002,219430.8,18435.600000000006,0,9600,2112,03.02.2022
04.02.2022,04.02.2022,47816,5560,11892,316976.4,0,0,6.912000000000004,34610.80000000001,214676.4,24433.59999999999,0,9600,2112,04.02.2022
05.02.2022,05.02.2022,160484,6940,12012,182297.19999999992,0,0,6.912000000000004,-73309.59999999998,219237.20000000004,13937.199999999999,0,9600,2112,05.02.2022
06.02.2022,06.02.2022,109168,5792,12224,183200.39999999997,0,0,6.912000000000004,-91299.20000000004,206925.2000000001,12376.799999999997,0,9600,2112,06.02.2022
07.02.2022,07.02.2022,243720,4124,11904,257976.4,0,0,6.912000000000004,20941.199999999997,230324.80000000008,20517.6,0,9600,2112,07.02.2022
08.02.2022,08.02.2022,223372,6116,11904,200918.80000000002,0,0,6.912000000000004,-22862.000000000007,239732.00000000003,14710.8,0,9600,2112,08.02.2022
09.02.2022,09.02.2022,91556,7120,12288,177125.99999999997,0,0,6.912000000000004,88446.8,242759.60000000003,32367.199999999993,0,9600,2112,09.02.2022
10.02.2022,10.02.2022,28944,7240,12064,254837.59999999995,0,0,6.912000000000004,138639.59999999998,237486.8,38291.2,0,9600,2112,10.02.2022
11.02.2022,11.02.2022,138492,3740,11632,235012.8,0,0,6.912000000000004,83984.80000000002,235017.59999999998,25320,0,9600,2112,11.02.2022
12.02.2022,12.02.2022,88520,8280,11824,206084.80000000002,0,0,6.912000000000004,-22589.2,224829.59999999998,12851.999999999996,0,9600,2112,12.02.2022
13.02.2022,13.02.2022,203712,9352,12024,85000.00000000001,0,0,6.912000000000004,-75650,210257.2,10625.600000000004,0,9600,2112,13.02.2022
14.02.2022,14.02.2022,139776,7764,11828,165861.59999999992,0,0,6.912000000000004,79060,202016,31706.800000000003,0,9600,2112,14.02.2022
15.02.2022,15.02.2022,17396,3004,12140,248951.19999999995,0,0,6.912000000000004,114300.39999999998,205773.99999999997,45571.600000000006,0,9600,2112,15.02.2022
16.02.2022,16.02.2022,102640,6724,12156,227761.60000000006,0,0,6.912000000000004,61125.999999999985,206884.80000000002,34607.19999999999,0,9600,2112,16.02.2022
17.02.2022,17.02.2022,223660,6456,11904,139380.40000000002,0,0,6.912000000000004,-35595.600000000006,247034.80000000005,22964.8,0,9600,2112,17.02.2022
18.02.2022,18.02.2022,132848,7996,11904,135735.19999999998,0,0,6.912000000000004,6290.799999999994,300110.4,31857.2,0,9600,2112,18.02.2022
19.02.2022,19.02.2022,206784,8188,9324,84711.19999999997,0,0,6.912000000000004,-79226.39999999998,303542.4,17460.399999999998,0,9600,2112,19.02.2022
20.02.2022,20.02.2022,133596,6960,8848,67659.60000000002,0,0,6.912000000000004,-74222.4,284830.79999999993,15238.799999999997,0,9600,2112,20.02.2022
21.02.2022,21.02.2022,144712,5384,8576,120722.8,0,0,6.912000000000004,4061.600000000003,270153.9999999998,24082.000000000004,0,9600,2112,21.02.2022
22.02.2022,22.02.2022,195404,6564,8448,150374.39999999994,0,0,6.912000000000004,31761.60000000001,254271.9999999999,22827.999999999993,0,9600,2112,22.02.2022
23.02.2022,23.02.2022,151676,8180,8516,188496.40000000005,0,0,6.912000000000004,38387.200000000004,255510.4,24415.999999999996,0,9600,2112,23.02.2022
24.02.2022,24.02.2022,135488,9196,8492,106122.8,0,0,6.912000000000004,17818.4,256052.39999999997,17398.8,0,9600,2112,24.02.2022
25.02.2022,25.02.2022,141404,7792,8752,72843.2,0,0,6.912000000000004,30172.4,245108.40000000002,19333.600000000006,0,9600,2112,25.02.2022
26.02.2022,26.02.2022,154316,7560,8800,154352.39999999997,0,0,6.912000000000004,13878.400000000001,227298.79999999993,20143.2,0,9600,2112,26.02.2022
27.02.2022,27.02.2022,93468,10080,8896,119851.60000000003,0,0,6.912000000000004,-51497.59999999994,214409.60000000003,11301.999999999996,0,9600,2112,27.02.2022
28.02.2022,28.02.2022,142428,7456,8604,255841.99999999985,0,0,6.912000000000004,62611.6,196932.79999999993,22408.4,0,9600,2112,28.02.2022
01.03.2022,01.03.2022,47768,10264,8832,244158,0,0,6.912000000000004,98096.79999999996,195472.00000000006,33455.59999999999,0,9600,2112,01.03.2022
02.03.2022,02.03.2022,68096,10320,8832,252521.19999999998,0,0,6.912000000000004,125553.60000000002,195886.8,30837.199999999997,0,9600,2112,02.03.2022
03.03.2022,03.03.2022,60292,10712,8832,188469.1999999999,0,0,6.912000000000004,149524.79999999996,203529.19999999998,44929.200000000004,0,9600,2112,03.03.2022
04.03.2022,04.03.2022,110632,8772,8064,276498.80000000005,0,0,6.912000000000004,104067.99999999991,198829.20000000004,38739.20000000001,0,9600,2112,04.03.2022
05.03.2022,05.03.2022,42896,9792,7652,241814.00000000006,0,0,6.912000000000004,34777.20000000001,187123.6,31790.799999999996,0,9600,2112,05.03.2022
06.03.2022,06.03.2022,60876,11456,7656,182782.00000000012,0,0,6.912000000000004,-34063.200000000004,176078.40000000002,25995.200000000004,0,9600,2112,06.03.2022
07.03.2022,07.03.2022,142224,10028,7320,235863.20000000004,0,0,6.912000000000004,113991.20000000001,180398.8,48898.00000000001,0,9600,2112,07.03.2022
08.03.2022,08.03.2022,82380,11468,7164,208636.39999999997,0,0,6.912000000000004,61610.80000000002,176262.79999999996,36127.19999999999,0,9600,2112,08.03.2022
09.03.2022,09.03.2022,93632,12076,7296,237670.00000000003,0,0,6.912000000000004,28630.79999999999,176155.60000000003,17226.4,0,9600,2112,09.03.2022
10.03.2022,10.03.2022,94156,11824,7428,228061.99999999994,0,0,6.912000000000004,48811.60000000002,164675.19999999995,14569.2,0,9600,2112,10.03.2022
11.03.2022,11.03.2022,76600,12900,7324,219996.8,0,0,6.912000000000004,42623.599999999984,158534,15502.4,0,9600,2112,11.03.2022
12.03.2022,12.03.2022,158056,14224,7680,172481.6,0,0,6.912000000000004,-68127.20000000003,158891.2,9600.399999999998,0,9600,2112,12.03.2022
13.03.2022,13.03.2022,184056,11360,7692,173415.99999999994,0,0,6.912000000000004,-68984.79999999997,157765.99999999997,14097.600000000008,0,9600,2112,13.03.2022
14.03.2022,14.03.2022,138084,9112,7296,222325.59999999995,0,0,6.912000000000004,36910,163841.2,15722.800000000005,0,9600,2112,14.03.2022
15.03.2022,15.03.2022,112072,7052,7576,263629.2,0,0,6.912000000000004,114369.60000000002,170544.79999999996,38027.600000000006,0,9600,2112,15.03.2022
16.03.2022,16.03.2022,125968,6268,7600,189078.4,0,0,6.912000000000004,105339.20000000003,199300.39999999988,34556.399999999994,0,9600,2112,16.03.2022
17.03.2022,17.03.2022,27400,9972,7600,267081.2,0,0,6.912000000000004,60571.19999999998,214696.40000000002,18711.999999999996,0,9600,2112,17.03.2022
18.03.2022,18.03.2022,13260,9580,7612,261985.59999999992,0,0,6.912000000000004,34730.000000000015,210627.59999999992,19567.600000000002,0,9600,2112,18.03.2022
19.03.2022,19.03.2022,43556,10380,7620,229363.99999999994,0,0,6.912000000000004,-88778.8,205812.8,14676.799999999997,0,9600,2112,19.03.2022
20.03.2022,20.03.2022,126500,12928,7748,107403.99999999999,0,0,6.912000000000004,-133045.99999999997,217594.0000000001,12290,0,9600,2112,20.03.2022
21.03.2022,21.03.2022,49164,11028,7204,180029.2,0,0,6.912000000000004,32097.599999999995,209876.40000000014,30596.399999999998,0,9600,2112,21.03.2022
22.03.2022,22.03.2022,10708,11104,7468,193100.40000000002,0,0,6.912000000000004,53842.799999999996,214981.19999999995,40005.599999999984,0,9600,2112,22.03.2022
23.03.2022,23.03.2022,9976,11404,7504,222915.2,0,0,6.912000000000004,66184.4,213958.80000000008,36449.6,0,9600,2112,23.03.2022
24.03.2022,24.03.2022,45596,11400,7464,232061.20000000013,0,0,6.912000000000004,90693.19999999998,218292.00000000012,36279.99999999999,0,9600,2112,24.03.2022
25.03.2022,25.03.2022,15396,11832,7316,177102.4,0,0,6.912000000000004,69679.19999999997,240011.60000000003,27440.400000000005,0,9600,2112,25.03.2022
26.03.2022,26.03.2022,40012,13592,7648,100153.99999999996,0,0,6.912000000000004,-22619.999999999985,262697.99999999994,21225.599999999988,0,9600,2112,26.03.2022
27.03.2022,27.03.2022,35044,12948,7316,106551.20000000003,0,0,6.624000000000004,-52102.79999999999,256398.7999999999,20935.199999999993,0,9200,2024,27.03.2022
28.03.2022,28.03.2022,10960,11560,7700,188916.4,0,0,6.912000000000004,19418.00000000001,258575.99999999988,36656.80000000002,0,9600,2112,28.03.2022
29.03.2022,29.03.2022,50092,10744,7552,167802.80000000002,0,0,6.912000000000004,90684.80000000002,271384.0000000001,42777.19999999999,0,9600,2112,29.03.2022
30.03.2022,30.03.2022,44316,7424,7588,216202.39999999994,0,0,6.912000000000004,123793.19999999998,268004.8000000001,55208.79999999999,0,9600,2112,30.03.2022
31.03.2022,31.03.2022,45464,2860,7484,108647.20000000001,0,0,6.912000000000004,66852.80000000002,278695.6,38423.60000000001,0,9600,2112,31.03.2022
01.04.2022,01.04.2022,172396,5592,5776,105909.59999999999,0,0,6.912000000000004,-25523.600000000002,257690.8,26032.4,0,9600,2112,01.04.2022
02.04.2022,02.04.2022,197204,6260,7300,78987.19999999998,0,0,6.912000000000004,-27911.59999999998,245099.2,29246.8,0,9600,2112,02.04.2022
03.04.2022,03.04.2022,175480,8212,7404,98101.19999999998,0,0,6.912000000000004,-3346.0000000000005,233935.19999999987,18740.4,0,9600,2112,03.04.2022
04.04.2022,04.04.2022,72316,11468,5924,152391.2,0,0,6.912000000000004,-18507.999999999993,222251.19999999992,22196.400000000005,0,9600,2112,04.04.2022
05.04.2022,05.04.2022,150316,8668,5948,129551.60000000002,0,0,6.912000000000004,88651.59999999998,219942.39999999997,27251.2,0,9600,2112,05.04.2022
06.04.2022,06.04.2022,80676,11544,4452,102744.8,0,0,6.912000000000004,-36632.8,271261.20000000007,10924.8,0,9600,2112,06.04.2022
07.04.2022,07.04.2022,99040,11136,4724,130757.20000000003,0,0,6.912000000000004,-36504,300854.8,15515.2,0,9600,2112,07.04.2022
08.04.2022,08.04.2022,167412,9244,4676,63780.000000000015,0,0,6.912000000000004,77556.4,318034.00000000006,27935.600000000013,0,9600,2112,08.04.2022
09.04.2022,09.04.2022,181072,7744,4920,4916.800000000001,0,0,6.912000000000004,-88983.60000000002,379319.1999999999,26087.6,0,9600,2112,09.04.2022
10.04.2022,10.04.2022,161480,12220,4844,21673.600000000006,0,0,6.912000000000004,-12720.00000000001,352615.9999999999,20450.80000000001,0,9600,2112,10.04.2022
11.04.2022,11.04.2022,40072,12904,4672,116794.00000000001,0,0,6.912000000000004,97099.20000000001,321114.0000000001,35945.2,0,9600,2112,11.04.2022
12.04.2022,12.04.2022,51252,13304,4724,157039.6,0,0,6.912000000000004,41653.600000000006,303654.8,25958.39999999999,0,9600,2112,12.04.2022
13.04.2022,13.04.2022,124168,13640,4668,131262.79999999996,0,0,6.912000000000004,116084.00000000003,308193.2,49637.20000000001,0,9600,2112,13.04.2022
14.04.2022,14.04.2022,147368,11300,4596,75002.40000000001,0,0,6.912000000000004,124131.59999999998,337278.39999999985,46227.6,0,9600,2112,14.04.2022
15.04.2022,15.04.2022,74572,7304,4844,41119.19999999998,0,0,6.912000000000004,60530.80000000002,389808.00000000006,43409.60000000001,0,9600,2112,15.04.2022
16.04.2022,16.04.2022,218240,11000,4808,57345.99999999999,0,0,6.912000000000004,-31462.799999999985,372140,29531.599999999995,0,9600,2112,16.04.2022
17.04.2022,17.04.2022,131804,14928,4864,58232.399999999994,0,0,6.912000000000004,-98201.6,354718.4000000001,21766.399999999998,0,9600,2112,17.04.2022
18.04.2022,18.04.2022,39308,12568,4964,83403.59999999998,0,0,6.912000000000004,-5879.200000000017,303081.99999999994,26688,0,9600,2112,18.04.2022
19.04.2022,19.04.2022,16428,6264,4752,186109.99999999994,0,0,6.912000000000004,112801.20000000001,263956.4,43824.39999999998,0,9600,2112,19.04.2022
20.04.2022,20.04.2022,25140,12060,4852,190252.8,0,0,6.912000000000004,124712.00000000003,271487.2,48607.2,0,9600,2112,20.04.2022
21.04.2022,21.04.2022,19284,11996,4464,141173.99999999997,0,0,6.912000000000004,131482,276060.4000000001,58154.00000000001,0,9600,2112,21.04.2022
22.04.2022,22.04.2022,65908,4988,4748,117597.6,0,0,6.912000000000004,89991.19999999998,270980.39999999985,33869.20000000002,0,9600,2112,22.04.2022
23.04.2022,23.04.2022,24296,8616,4608,138513.6,0,0,6.912000000000004,-41800.39999999999,267791.2,25041.6,0,9600,2112,23.04.2022
24.04.2022,24.04.2022,143296,11892,4596,16663.6,0,0,6.912000000000004,-77646.80000000002,276989.5999999999,27061.599999999995,0,9600,2112,24.04.2022
25.04.2022,25.04.2022,97820,8948,4096,114845.60000000003,0,0,6.912000000000004,91822.4,282414.8,57297.60000000003,0,9600,2112,25.04.2022
26.04.2022,26.04.2022,16000,7124,4256,144877.6,0,0,6.912000000000004,80955.99999999997,293828.7999999999,62425.600000000006,0,9600,2112,26.04.2022
27.04.2022,27.04.2022,120908,7844,4608,138867.2,0,0,6.912000000000004,90442.79999999999,321613.9999999998,45925.2,0,9600,2112,27.04.2022
28.04.2022,28.04.2022,128132,11784,4284,114391.59999999998,0,0,6.912000000000004,104015.60000000005,306531.2,41541.20000000001,0,9600,2112,28.04.2022
29.04.2022,29.04.2022,20448,12828,4608,128341.99999999999,0,0,6.912000000000004,80130.79999999999,303363.6,45331.59999999999,0,9600,2112,29.04.2022
30.04.2022,30.04.2022,15460,13332,4728,49435.999999999985,0,0,6.912000000000004,-8920.400000000005,316594.8000000001,36918.8,0,9600,2112,30.04.2022
01.05.2022,01.05.2022,22160,10752,4608,44683.19999999999,0,0,6.912000000000004,-35832.40000000003,310042.3999999999,26996.000000000007,0,9600,2112,01.05.2022
02.05.2022,02.05.2022,12944,9144,4224,125347.20000000004,0,0,6.912000000000004,5551.999999999997,300903.99999999994,41072.39999999999,0,9600,2112,02.05.2022
03.05.2022,03.05.2022,16256,11604,4180,135596.8,0,0,6.912000000000004,8445.599999999995,301201.20000000007,54672.8,0,9600,2112,03.05.2022
04.05.2022,04.05.2022,13892,8756,2696,148318.80000000002,0,0,6.912000000000004,57109.6,311245.19999999995,67039.59999999999,0,9600,2112,04.05.2022
05.05.2022,05.05.2022,7464,9172,2484,137848.4,0,0,6.912000000000004,59183.20000000002,335474.0000000001,80822.4,0,9600,2112,05.05.2022
06.05.2022,06.05.2022,31120,6996,2408,127793.19999999998,0,0,6.912000000000004,54024.80000000002,334066,78356.79999999999,0,9600,2112,06.05.2022
07.05.2022,07.05.2022,38392,5608,2688,43552.00000000001,0,0,6.912000000000004,-21872.399999999994,372655.9999999999,55431.2,0,9600,2112,07.05.2022
08.05.2022,08.05.2022,7704,8752,3008,33327.99999999999,0,0,6.912000000000004,-67646.4,397791.5999999999,43658.80000000002,0,9600,2112,08.05.2022
09.05.2022,09.05.2022,24536,9136,2688,110778.80000000002,0,0,6.912000000000004,55480.00000000001,377859.2,64643.600000000006,0,9600,2112,09.05.2022
10.05.2022,10.05.2022,5416,10228,2692,61032,0,0,6.912000000000004,48732.4,393689.60000000015,54226,0,9600,2112,10.05.2022
11.05.2022,11.05.2022,37336,10648,2688,49954.000000000015,0,0,6.912000000000004,14512.000000000004,391717.1999999999,52117.99999999998,0,9600,2112,11.05.2022
12.05.2022,12.05.2022,81916,9964,2688,103246.00000000003,0,0,6.912000000000004,23971.2,380567.6000000001,69635.20000000001,0,9600,2112,12.05.2022
13.05.2022,13.05.2022,101008,9384,2688,121384.00000000004,0,0,6.912000000000004,29192.399999999987,408853.20000000007,65401.200000000004,0,9600,2112,13.05.2022
14.05.2022,14.05.2022,62296,15612,2768,22509.999999999993,0,0,6.912000000000004,-34644.39999999998,453922.39999999985,50441.999999999985,0,9600,2112,14.05.2022
15.05.2022,15.05.2022,8472,16784,2336,2275.2000000000003,0,0,6.912000000000004,-22454.000000000025,456440.3999999999,50934.400000000016,0,9600,2112,15.05.2022
16.05.2022,16.05.2022,17852,11396,2304,58414,0,0,6.912000000000004,94858.79999999999,420473.2,71876.80000000002,0,9600,2112,16.05.2022
17.05.2022,17.05.2022,150604,11320,2304,128659.60000000003,0,0,6.912000000000004,93982.80000000003,437344,76882.79999999999,0,9600,2112,17.05.2022
18.05.2022,18.05.2022,39320,13100,2304,96211.2,0,0,6.912000000000004,70474.4,437692.0000000001,66181.2,0,9600,2112,18.05.2022
19.05.2022,19.05.2022,140716,14364,2304,91651.59999999998,0,0,6.912000000000004,78940.8,425974,69627.2,0,9600,2112,19.05.2022
20.05.2022,20.05.2022,55492,13972,2304,87346.80000000002,0,0,6.912000000000004,51713.600000000006,430762.80000000005,71888.80000000002,0,9600,2112,20.05.2022
21.05.2022,21.05.2022,153452,14988,2452,2786.7999999999997,0,0,6.912000000000004,-83481.6,483677.60000000003,56908.799999999974,0,9600,2112,21.05.2022
22.05.2022,22.05.2022,43144,17372,2624,23864.8,0,0,6.912000000000004,-41952.00000000002,477319.9999999998,52982.799999999996,0,9600,2112,22.05.2022
23.05.2022,23.05.2022,52388,12744,2304,106786.79999999996,0,0,6.912000000000004,11970.000000000005,421784,63990.799999999996,0,9600,2112,23.05.2022
24.05.2022,24.05.2022,44632,7796,2304,100819.59999999998,0,0,6.912000000000004,76324.8,453122.4,75397.60000000002,0,9600,2112,24.05.2022
25.05.2022,25.05.2022,48776,6444,2304,83745.20000000003,0,0,6.912000000000004,12862.800000000005,494008.39999999985,67997.59999999999,0,9600,2112,25.05.2022
26.05.2022,26.05.2022,52148,14404,2528,35142.4,0,0,6.912000000000004,-60228.00000000002,497612.0000000001,42836.39999999999,0,9600,2112,26.05.2022
27.05.2022,27.05.2022,122264,14280,2240,34488.39999999997,0,0,6.912000000000004,-105530.39999999997,456020.7999999999,38343.2,0,9600,2112,27.05.2022
28.05.2022,28.05.2022,81736,14096,2408,68925.99999999996,0,0,6.912000000000004,-86460.39999999998,411672.4,41332.00000000002,0,9600,2112,28.05.2022
29.05.2022,29.05.2022,16360,10164,2576,15551.600000000004,0,0,6.912000000000004,-23505.60000000001,397213.6,49481.60000000001,0,9600,2112,29.05.2022
30.05.2022,30.05.2022,16372,11840,2304,83277.59999999999,0,0,6.912000000000004,98864.00000000001,361632.8,89483.20000000001,0,9600,2112,30.05.2022
31.05.2022,31.05.2022,60108,13720,2304,96493.19999999998,0,0,6.912000000000004,74584.79999999996,351997.2,85358.39999999998,0,9600,2112,31.05.2022
01.06.2022,01.06.2022,39216,12584,2588,23485.60000000001,0,0,6.912000000000004,81987.6,370575.2,93176.40000000001,0,9600,2112,01.06.2022
02.06.2022,02.06.2022,25712,11372,2520,53497.2,0,0,6.912000000000004,-1371.2000000000164,393995.5999999999,65178.40000000001,0,9600,2112,02.06.2022
03.06.2022,03.06.2022,77640,12220,2568,12419.199999999988,0,0,6.912000000000004,-2094.7999999999956,404717.19999999995,72028.00000000001,0,9600,2112,03.06.2022
04.06.2022,04.06.2022,49856,14716,2688,34064.00000000002,0,0,6.912000000000004,-38263.99999999998,424035.19999999995,54346.40000000002,0,9600,2112,04.06.2022
05.06.2022,05.06.2022,56608,14472,2732,38.39999999999993,0,0,6.912000000000004,-88213.59999999998,419484.7999999999,50021.19999999999,0,9600,2112,05.06.2022
06.06.2022,06.06.2022,27568,14968,2648,38.39999999999993,0,0,6.912000000000004,-66284.79999999999,480706,48317.20000000001,0,9600,2112,06.06.2022
07.06.2022,07.06.2022,57688,7004,2304,20355.600000000028,0,0,6.912000000000004,62140.00000000001,440789.2,80062.40000000001,0,9600,2112,07.06.2022
08.06.2022,08.06.2022,44732,11432,2304,16532.400000000023,0,0,6.912000000000004,120916.00000000003,476304.39999999997,94711.19999999998,0,9600,2112,08.06.2022
09.06.2022,09.06.2022,130300,5556,2304,38.39999999999993,0,0,6.912000000000004,80726.79999999999,472847.20000000007,89855.19999999997,0,9600,2112,09.06.2022
10.06.2022,10.06.2022,221736,7220,2304,1242.0000000000032,0,0,6.912000000000004,50505.6,503792.0000000001,74007.20000000001,0,9600,2112,10.06.2022
11.06.2022,11.06.2022,121264,16040,2400,38.39999999999993,0,0,6.912000000000004,-21571.20000000002,496986.39999999997,61904.79999999998,0,9600,2112,11.06.2022
12.06.2022,12.06.2022,37220,16968,2624,38.39999999999993,0,0,6.912000000000004,-59927.200000000004,458016.4000000001,57876.000000000015,0,9600,2112,12.06.2022
13.06.2022,13.06.2022,67604,11744,1984,38.39999999999993,0,0,6.912000000000004,53670.400000000016,413230.00000000023,80794.79999999996,0,9600,2112,13.06.2022
14.06.2022,14.06.2022,36488,13232,2188,37.99999999999993,0,0,6.912000000000004,106262.39999999998,402079.2,83004.8,0,9600,2112,14.06.2022
15.06.2022,15.06.2022,13300,13644,2208,14942.799999999988,0,0,6.912000000000004,119301.2,375636.4,104492.79999999997,0,9600,2112,15.06.2022
16.06.2022,16.06.2022,45008,14300,2404,38.39999999999993,0,0,6.912000000000004,77461.2,369298.80000000016,100076.39999999998,0,9600,2112,16.06.2022
17.06.2022,17.06.2022,68920,13920,2304,38.39999999999993,0,0,6.912000000000004,109352.00000000001,367216.4000000002,91766.80000000002,0,9600,2112,17.06.2022
18.06.2022,18.06.2022,21500,16684,2324,23029.200000000055,0,0,6.912000000000004,-7262.799999999994,348151.6000000002,62058.400000000016,0,9600,2112,18.06.2022
19.06.2022,19.06.2022,172972,17268,2584,38.39999999999993,0,0,6.912000000000004,-43824.8,321762.8000000001,55049.2,0,9600,2112,19.06.2022
20.06.2022,20.06.2022,66036,11948,2304,23217.200000000026,0,0,6.912000000000004,163178.80000000002,294163.60000000015,107963.99999999997,0,9600,2112,20.06.2022
21.06.2022,21.06.2022,73940,12812,2304,38.39999999999993,0,0,6.912000000000004,86854.00000000001,321864,99452.4,0,9600,2112,21.06.2022
22.06.2022,22.06.2022,5480,11580,2304,32890.00000000001,0,0,6.912000000000004,109503.99999999996,309296.3999999999,106748.79999999999,0,9600,2112,22.06.2022
